nama_siswa,alamat_siswa,nilai_rapor,nilai_ujian_sekolah,nilai_ujian_nasional,aktivitas_ekstrakurikuler,prestasi_olimpiade,minat_jurusan,sekolah_asal,lokasi,sekolah_sma
Courtney Clark,"4315 Adams Skyway Suite 782
Princemouth, OK 38700",8,89,79,seni,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Michael Powell,"06019 Kim Center Suite 703
Diamondberg, DC 26069",8,91,65,olahraga,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Darrell Mccoy,"854 Johnson Ports
Nicholeshire, MO 51075",9,94,81,sains,fisika,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 1 Kota Kediri
Lori Bowman,"659 Amber Port
New Brentfurt, MI 83299",10,75,86,olahraga,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Charles Hodges,"40059 Brown Creek
Phambury, TN 85128",8,76,69,seni,,IPA,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Joe Gaines,"1424 Charles Ports
Emilyview, VI 46720",9,87,75,seni,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 8 Kota Kediri
Michelle Williams,"503 Sarah Lodge Apt. 545
Reyesfort, RI 92722",8,82,82,sains,fisika,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 7 Kota Kediri
Stacey Robinson,"781 Marcus Unions Suite 343
South Zacharystad, FL 72000",10,74,86,sains,biologi,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
Michael Perez,"92149 Welch Trail
Ewingport, MS 80566",9,79,75,seni,,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 5 Kota Kediri
Jason Bennett,"77893 Valencia Stream Apt. 112
Tinaberg, OH 06278",10,99,97,olahraga,fisika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 3 Kota Kediri
Taylor Page,"4572 Justin Lake Suite 355
South Anthonymouth, NY 62087",9,93,99,sains,matematika,IPS,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 6 Kota Kediri
John Ellis,"222 Hill Orchard
Cummingsland, ND 11740",10,81,100,olahraga,,Bahasa,SMP Negeri 1 Kediri,Dalam Kota Kediri,SMA 4 Kota Kediri
